epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,28218.7,1.57218,4.76715,0.36591,1.15282,1.60244,0.73448,0.65224,0.71426,0.40159,0.73072,0.62243,0.61936,0.26549,1.70888,3.80279,0.33955,1.01061,1.49848,0.004357,0.004357,0.004357
59,28696.2,1.57346,4.75619,0.36569,1.15209,1.6014,0.73596,0.65176,0.71527,0.40234,0.7313,0.62516,0.62296,0.26713,1.70789,3.79145,0.33926,1.00906,1.49704,0.004258,0.004258,0.004258
60,29179,1.57518,4.75108,0.36419,1.15414,1.60209,0.73945,0.65053,0.71508,0.40272,0.73511,0.62521,0.62496,0.26843,1.70644,3.78098,0.33895,1.00736,1.4956,0.004159,0.004159,0.004159
61,29657.8,1.56886,4.74144,0.36464,1.14644,1.59859,0.73464,0.65287,0.7159,0.40334,0.74007,0.62028,0.62564,0.27006,1.70504,3.77238,0.3385,1.0057,1.49448,0.00406,0.00406,0.00406
62,30138.6,1.56864,4.72622,0.36424,1.14305,1.59542,0.74105,0.6494,0.71644,0.40401,0.74362,0.61965,0.62728,0.27153,1.70313,3.76454,0.33823,1.00396,1.49282,0.003961,0.003961,0.003961
63,30617.4,1.56384,4.72463,0.36391,1.1429,1.59395,0.74232,0.64798,0.71706,0.4042,0.74749,0.61949,0.62944,0.27316,1.7015,3.75446,0.33781,1.00239,1.49089,0.003862,0.003862,0.003862
64,31098,1.56336,4.70476,0.36325,1.14184,1.59332,0.74482,0.64746,0.71762,0.40486,0.74815,0.61873,0.62981,0.27393,1.70055,3.74728,0.33753,1.00115,1.49012,0.003763,0.003763,0.003763
65,31575.6,1.56248,4.67895,0.36223,1.13678,1.58912,0.75089,0.64499,0.71821,0.4052,0.74953,0.61918,0.63126,0.27462,1.69914,3.73777,0.33721,0.99968,1.48913,0.003664,0.003664,0.003664
66,32058.9,1.56102,4.69351,0.3628,1.13629,1.59026,0.75398,0.64594,0.71899,0.40597,0.75058,0.61933,0.63272,0.27614,1.69743,3.72908,0.33663,0.99805,1.4876,0.003565,0.003565,0.003565
67,32536.5,1.5625,4.67818,0.36249,1.13658,1.59053,0.75259,0.646,0.7191,0.4062,0.75077,0.62106,0.63407,0.27714,1.69622,3.71759,0.33628,0.99631,1.4861,0.003466,0.003466,0.003466
68,33018.3,1.55754,4.66515,0.36169,1.13113,1.58207,0.75659,0.64347,0.71924,0.40671,0.75023,0.62607,0.63469,0.27833,1.69397,3.70925,0.33601,0.99437,1.48476,0.003367,0.003367,0.003367
69,33495.4,1.55594,4.6548,0.36146,1.12752,1.58361,0.75799,0.64468,0.72003,0.40714,0.75011,0.62547,0.63528,0.27976,1.69258,3.69918,0.33558,0.99301,1.48357,0.003268,0.003268,0.003268
70,33977.8,1.55348,4.63785,0.36,1.12333,1.58355,0.75653,0.64515,0.72021,0.40803,0.74811,0.62512,0.63525,0.2804,1.69208,3.68993,0.33518,0.99181,1.48316,0.003169,0.003169,0.003169
71,34457.3,1.55063,4.61981,0.3592,1.1215,1.57949,0.75729,0.64468,0.7202,0.40877,0.75086,0.6261,0.63842,0.28194,1.69181,3.68303,0.33475,0.99063,1.48166,0.00307,0.00307,0.00307
72,34937.1,1.54513,4.61465,0.35961,1.12013,1.57539,0.75785,0.64263,0.72054,0.40952,0.74985,0.62812,0.63969,0.28289,1.69052,3.67555,0.3346,0.98891,1.48016,0.002971,0.002971,0.002971
73,35415.4,1.54742,4.6137,0.35965,1.11784,1.57396,0.7588,0.64389,0.72095,0.41004,0.75229,0.62632,0.64032,0.28413,1.68907,3.66738,0.33423,0.98779,1.47876,0.002872,0.002872,0.002872
74,35894.4,1.54724,4.59612,0.3592,1.11469,1.5746,0.75922,0.64485,0.72167,0.41046,0.75365,0.62658,0.64073,0.28485,1.68803,3.65797,0.33392,0.9866,1.47796,0.002773,0.002773,0.002773
75,36371.8,1.54219,4.58063,0.35794,1.11246,1.57536,0.76091,0.64499,0.72265,0.4114,0.75452,0.62855,0.64169,0.28606,1.68734,3.65171,0.33377,0.98561,1.47684,0.002674,0.002674,0.002674
76,36853,1.54316,4.55798,0.35756,1.10949,1.57206,0.75947,0.6477,0.723,0.41191,0.75388,0.6288,0.64173,0.28698,1.68655,3.64528,0.33343,0.98464,1.4757,0.002575,0.002575,0.002575
77,37331.9,1.54046,4.55615,0.35659,1.10998,1.56756,0.75987,0.64764,0.72271,0.41231,0.7575,0.63082,0.64591,0.28859,1.68507,3.63548,0.33313,0.98392,1.47411,0.002476,0.002476,0.002476
78,37810.6,1.53571,4.54078,0.35672,1.10477,1.56708,0.75901,0.64877,0.72364,0.41278,0.76063,0.63082,0.64828,0.28953,1.68393,3.62691,0.33281,0.98237,1.47245,0.002377,0.002377,0.002377
79,38288.1,1.53463,4.53081,0.35542,1.10156,1.56252,0.75602,0.64861,0.72327,0.41288,0.75918,0.63256,0.65043,0.29083,1.68287,3.6208,0.33256,0.98136,1.4716,0.002278,0.002278,0.002278
80,38768.6,1.53633,4.51411,0.35581,1.09926,1.56554,0.75577,0.65035,0.7237,0.41333,0.75302,0.63807,0.65061,0.2916,1.68174,3.61302,0.33225,0.98065,1.47083,0.002179,0.002179,0.002179
81,39245.8,1.53112,4.51786,0.35479,1.09885,1.56303,0.75599,0.65113,0.72339,0.41355,0.7526,0.63822,0.65064,0.29242,1.68101,3.60574,0.33202,0.97975,1.47018,0.00208,0.00208,0.00208
82,39726.4,1.52611,4.48316,0.35411,1.09299,1.55719,0.75623,0.65412,0.72446,0.4137,0.75193,0.63996,0.65073,0.2931,1.68009,3.59928,0.33164,0.97917,1.46877,0.001981,0.001981,0.001981
83,40203.9,1.52326,4.46495,0.35388,1.08828,1.55679,0.75996,0.65343,0.72494,0.41429,0.7524,0.64122,0.65113,0.2935,1.67848,3.59373,0.33149,0.97827,1.46764,0.001882,0.001882,0.001882
84,40684.7,1.52517,4.46105,0.35331,1.08965,1.55523,0.76064,0.65129,0.72479,0.41437,0.75497,0.63996,0.65206,0.29433,1.67728,3.58748,0.33113,0.97736,1.46687,0.001783,0.001783,0.001783
