epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,12693.2,1.30381,5.10262,0.38953,1.23403,1.62553,0.8042,0.73079,0.82511,0.54923,0.72272,0.57352,0.5894,0.249,1.1708,3.96916,0.35378,0.98733,1.54085,0.008119,0.008119,0.008119
21,13256.9,1.30135,5.08789,0.38779,1.22278,1.62476,0.80764,0.72839,0.82617,0.55104,0.72629,0.57357,0.58983,0.25133,1.1673,3.95214,0.35294,0.98335,1.53724,0.00802,0.00802,0.00802
22,13822.8,1.2966,5.05533,0.38721,1.21838,1.62212,0.80168,0.73568,0.82692,0.55174,0.72639,0.57698,0.59415,0.25333,1.16413,3.94062,0.35232,0.98051,1.53433,0.007921,0.007921,0.007921
23,14386.5,1.28993,5.03041,0.38572,1.21315,1.61645,0.80212,0.73725,0.82747,0.55285,0.72483,0.58045,0.5962,0.25562,1.16162,3.92795,0.35176,0.97726,1.53169,0.007822,0.007822,0.007822
24,15007.5,1.2875,5.01609,0.38487,1.20858,1.61372,0.80533,0.73529,0.82779,0.55411,0.73085,0.58202,0.59978,0.25758,1.15864,3.9181,0.35129,0.97578,1.52885,0.007723,0.007723,0.007723
25,15648,1.28357,4.98584,0.38244,1.20316,1.60886,0.80422,0.73725,0.82866,0.55538,0.73368,0.58334,0.60292,0.25968,1.15611,3.90696,0.35074,0.97338,1.52618,0.007624,0.007624,0.007624
26,16256.1,1.28295,4.96423,0.38244,1.19892,1.60874,0.80596,0.73678,0.82869,0.55615,0.7265,0.58881,0.60532,0.26154,1.15376,3.89523,0.35008,0.97056,1.52352,0.007525,0.007525,0.007525
27,16850.4,1.27689,4.95307,0.38157,1.19757,1.60352,0.80666,0.7363,0.82957,0.55687,0.72881,0.588,0.60545,0.26307,1.15139,3.88374,0.34953,0.96816,1.52124,0.007426,0.007426,0.007426
28,17447.1,1.27591,4.94227,0.38116,1.18787,1.60119,0.80836,0.73577,0.83058,0.55897,0.72588,0.5921,0.60791,0.26517,1.14884,3.87188,0.34894,0.96546,1.51894,0.007327,0.007327,0.007327
29,18056.6,1.27229,4.91802,0.37984,1.18484,1.60025,0.81176,0.73594,0.83168,0.55986,0.72907,0.59288,0.6107,0.26702,1.14667,3.85946,0.34841,0.96308,1.51713,0.007228,0.007228,0.007228
30,18623.1,1.26739,4.89058,0.37895,1.17903,1.5924,0.81626,0.73394,0.83309,0.5614,0.73027,0.5954,0.6124,0.26858,1.145,3.84766,0.34765,0.96055,1.51533,0.007129,0.007129,0.007129
31,19217.5,1.26467,4.88771,0.37766,1.17542,1.5907,0.81534,0.73615,0.83432,0.56272,0.73228,0.59682,0.61606,0.27128,1.14328,3.83436,0.34692,0.95791,1.51347,0.00703,0.00703,0.00703
32,19815.5,1.25749,4.85531,0.37602,1.16558,1.5857,0.81525,0.73678,0.83552,0.56361,0.73341,0.59824,0.61841,0.27313,1.14175,3.8242,0.34639,0.95571,1.51171,0.006931,0.006931,0.006931
33,20409.7,1.25945,4.85728,0.37663,1.1702,1.58526,0.81705,0.73772,0.83646,0.56493,0.74192,0.59649,0.62065,0.27469,1.14037,3.8113,0.34582,0.95329,1.51037,0.006832,0.006832,0.006832
34,21006.6,1.25908,4.83364,0.37509,1.16357,1.58649,0.81643,0.73851,0.83691,0.56594,0.74009,0.59902,0.62256,0.27666,1.13884,3.80014,0.34527,0.95071,1.50844,0.006733,0.006733,0.006733
35,21601.3,1.25519,4.81997,0.37524,1.15898,1.58421,0.8185,0.73725,0.8374,0.56748,0.74207,0.59981,0.62613,0.27851,1.13729,3.79098,0.3448,0.94853,1.50708,0.006634,0.006634,0.006634
36,22192.9,1.25318,4.80992,0.37422,1.16163,1.58171,0.81996,0.73835,0.83828,0.56869,0.74174,0.60272,0.62879,0.28069,1.13523,3.77679,0.34414,0.94599,1.50509,0.006535,0.006535,0.006535
37,22800.5,1.24861,4.78747,0.37306,1.15244,1.57856,0.82405,0.73656,0.83861,0.56929,0.74432,0.60496,0.63103,0.28275,1.13353,3.76564,0.34369,0.94343,1.50335,0.006436,0.006436,0.006436
38,23397.1,1.24755,4.78198,0.37313,1.15009,1.57598,0.82416,0.73835,0.83899,0.56996,0.74496,0.60517,0.63253,0.28396,1.13149,3.75475,0.34312,0.94117,1.50143,0.006337,0.006337,0.006337
39,23992.3,1.24309,4.76434,0.37243,1.14975,1.57334,0.82241,0.73977,0.83948,0.57055,0.74569,0.6084,0.63582,0.28602,1.12942,3.74255,0.3426,0.93897,1.49929,0.006238,0.006238,0.006238
40,24605,1.24263,4.74824,0.37221,1.14668,1.57362,0.82238,0.74202,0.84088,0.57146,0.74648,0.61095,0.63621,0.28809,1.12719,3.73141,0.342,0.93719,1.49772,0.006139,0.006139,0.006139
41,25310.3,1.23825,4.74303,0.37117,1.13782,1.5686,0.81499,0.74758,0.84151,0.57341,0.74744,0.61115,0.63887,0.2898,1.12518,3.71982,0.34148,0.93389,1.49577,0.00604,0.00604,0.00604
42,25920.8,1.23982,4.73004,0.37057,1.1374,1.57131,0.818,0.7437,0.84192,0.57442,0.75134,0.61256,0.64034,0.29154,1.12326,3.70754,0.34084,0.93171,1.49421,0.005941,0.005941,0.005941
43,26515,1.24004,4.71369,0.36971,1.13795,1.56839,0.81928,0.7448,0.84252,0.57498,0.75313,0.61283,0.64333,0.29331,1.12153,3.69721,0.34013,0.9297,1.49277,0.005842,0.005842,0.005842
44,27111.1,1.23607,4.70904,0.36924,1.13064,1.5657,0.8233,0.74161,0.84319,0.57626,0.75673,0.61398,0.64621,0.29521,1.11961,3.68597,0.33962,0.9276,1.49128,0.005743,0.005743,0.005743
45,27887.1,1.23413,4.69297,0.36861,1.1343,1.56655,0.8227,0.74339,0.84386,0.57709,0.75664,0.61577,0.64768,0.29732,1.11656,3.67459,0.33906,0.92593,1.48912,0.005644,0.005644,0.005644
46,28496.7,1.23136,4.67975,0.36832,1.12891,1.56256,0.82442,0.7426,0.84457,0.57822,0.76278,0.61776,0.65018,0.29947,1.11468,3.66295,0.33854,0.92383,1.48738,0.005545,0.005545,0.005545
47,29091,1.22916,4.67448,0.36805,1.12802,1.55977,0.82468,0.74496,0.8449,0.57887,0.76568,0.61855,0.6518,0.3013,1.11285,3.6517,0.33805,0.92329,1.4859,0.005446,0.005446,0.005446
48,29704.3,1.22687,4.6583,0.36678,1.12274,1.55917,0.82597,0.74512,0.84571,0.57945,0.76239,0.62335,0.6534,0.30313,1.11184,3.64201,0.33752,0.92114,1.48489,0.005347,0.005347,0.005347
49,30415.4,1.22625,4.65251,0.36713,1.12146,1.55933,0.82673,0.74559,0.84637,0.58031,0.76431,0.62469,0.65497,0.30428,1.11057,3.63037,0.33686,0.91901,1.48361,0.005248,0.005248,0.005248
50,31013.6,1.22439,4.63307,0.36606,1.11912,1.55614,0.82763,0.7438,0.84695,0.58133,0.76882,0.62547,0.65796,0.30635,1.10922,3.62026,0.33627,0.91691,1.48269,0.005149,0.005149,0.005149
51,31606.8,1.21729,4.59995,0.36443,1.11209,1.55066,0.82668,0.74638,0.84726,0.58166,0.76849,0.62642,0.6594,0.30727,1.10822,3.61073,0.33567,0.91545,1.48127,0.00505,0.00505,0.00505
52,32205.5,1.22043,4.60946,0.36486,1.11343,1.55299,0.83504,0.74276,0.84753,0.58249,0.76605,0.62736,0.65899,0.30862,1.10702,3.60102,0.33522,0.91389,1.47976,0.004951,0.004951,0.004951
53,32799.8,1.2173,4.59035,0.36403,1.10678,1.54991,0.83715,0.74214,0.84797,0.58333,0.76271,0.63049,0.65961,0.31013,1.10562,3.59224,0.3347,0.91225,1.47836,0.004852,0.004852,0.004852
54,33414.5,1.21854,4.58954,0.36358,1.10888,1.55037,0.83807,0.74103,0.84822,0.58418,0.76496,0.63271,0.66421,0.312,1.10447,3.58231,0.33412,0.91123,1.47734,0.004753,0.004753,0.004753
55,34004.1,1.21136,4.57271,0.3621,1.10361,1.54787,0.8422,0.73929,0.84828,0.58498,0.7649,0.63512,0.66496,0.31329,1.10372,3.57113,0.33362,0.90955,1.47657,0.004654,0.004654,0.004654
56,34627.8,1.21372,4.57866,0.36248,1.10174,1.54737,0.84374,0.73741,0.84803,0.58578,0.76706,0.63397,0.66555,0.31483,1.10273,3.56173,0.33311,0.90794,1.47546,0.004555,0.004555,0.004555
57,35221.6,1.20964,4.54997,0.36171,1.09689,1.54152,0.84428,0.73833,0.8483,0.5859,0.76634,0.6361,0.6675,0.31659,1.10163,3.55085,0.33268,0.90685,1.47405,0.004456,0.004456,0.004456
58,35814.1,1.20683,4.54051,0.36143,1.09795,1.54161,0.84291,0.74055,0.84903,0.58662,0.76553,0.64046,0.66902,0.31805,1.1006,3.54192,0.33221,0.90572,1.47292,0.004357,0.004357,0.004357
59,36422.3,1.20851,4.53141,0.36075,1.09472,1.54143,0.84258,0.7404,0.84942,0.5875,0.76998,0.63975,0.67162,0.31951,1.09961,3.5335,0.33189,0.90395,1.4717,0.004258,0.004258,0.004258
60,37023.5,1.20697,4.52562,0.35958,1.09579,1.54245,0.83718,0.74402,0.84975,0.58804,0.77111,0.63948,0.67173,0.32062,1.09855,3.52573,0.33131,0.90289,1.47055,0.004159,0.004159,0.004159
61,37617.7,1.20282,4.51065,0.35914,1.0896,1.53887,0.8374,0.74427,0.85034,0.58898,0.77112,0.64185,0.67278,0.32156,1.09765,3.51681,0.33087,0.90204,1.46911,0.00406,0.00406,0.00406
62,38209.1,1.20322,4.49759,0.35919,1.08563,1.53605,0.83737,0.74465,0.85088,0.58984,0.7729,0.64247,0.67514,0.32309,1.09671,3.50711,0.33034,0.90078,1.46805,0.003961,0.003961,0.003961
63,38803.8,1.20261,4.49771,0.35882,1.08392,1.53612,0.83695,0.74669,0.8512,0.59018,0.77178,0.64364,0.67649,0.32413,1.09609,3.49854,0.32991,0.89872,1.46717,0.003862,0.003862,0.003862
64,39394.5,1.20134,4.47589,0.35839,1.08456,1.53504,0.83682,0.74984,0.85241,0.59076,0.77523,0.64169,0.67794,0.32518,1.09566,3.49208,0.32953,0.89703,1.46649,0.003763,0.003763,0.003763
65,39983.5,1.19466,4.44446,0.35694,1.07749,1.53094,0.83716,0.75142,0.85297,0.5915,0.77418,0.64657,0.67964,0.32717,1.0948,3.48337,0.329,0.89492,1.46532,0.003664,0.003664,0.003664
66,40673.5,1.19542,4.46324,0.35766,1.07763,1.5304,0.83391,0.75326,0.8534,0.59207,0.77173,0.64924,0.67921,0.32806,1.0935,3.47598,0.32857,0.89278,1.46375,0.003565,0.003565,0.003565
67,41465.2,1.1946,4.44502,0.35706,1.07642,1.53362,0.83826,0.74969,0.85403,0.59273,0.7765,0.64736,0.68145,0.32907,1.09205,3.46824,0.32805,0.89094,1.46253,0.003466,0.003466,0.003466
68,42622.1,1.18925,4.44046,0.35617,1.07084,1.52839,0.8348,0.75094,0.85381,0.59303,0.78014,0.64464,0.68169,0.33043,1.09084,3.46088,0.32764,0.88926,1.4614,0.003367,0.003367,0.003367
69,43550.4,1.19038,4.42565,0.35588,1.07132,1.52793,0.83649,0.75062,0.85423,0.59358,0.78106,0.64389,0.6833,0.33201,1.09037,3.4541,0.32724,0.88763,1.46078,0.003268,0.003268,0.003268
70,44409.8,1.18966,4.40462,0.35443,1.06783,1.52567,0.83756,0.75087,0.85514,0.5943,0.78268,0.64748,0.68556,0.33321,1.08945,3.44775,0.32688,0.88622,1.45992,0.003169,0.003169,0.003169
71,45569.1,1.18277,4.39676,0.35367,1.06469,1.52224,0.83515,0.75504,0.85566,0.59503,0.7778,0.65082,0.68555,0.33445,1.08873,3.44044,0.32647,0.88498,1.45913,0.00307,0.00307,0.00307
72,46423.2,1.18088,4.3907,0.35395,1.06265,1.51912,0.83954,0.75331,0.8559,0.59521,0.77603,0.65318,0.68723,0.33594,1.0873,3.43387,0.32607,0.88316,1.45806,0.002971,0.002971,0.002971
73,47301.5,1.18069,4.38577,0.35367,1.05804,1.52129,0.8445,0.74984,0.85629,0.59596,0.78116,0.65082,0.68773,0.33687,1.08638,3.42737,0.32575,0.88108,1.45727,0.002872,0.002872,0.002872
74,48557.8,1.17941,4.37018,0.35369,1.05511,1.51742,0.83996,0.75567,0.85658,0.59659,0.77722,0.65413,0.68875,0.33814,1.08544,3.4184,0.32541,0.87911,1.45627,0.002773,0.002773,0.002773
75,49229.2,1.17803,4.36389,0.35283,1.0561,1.51942,0.8456,0.75031,0.8571,0.5975,0.77991,0.65302,0.69019,0.33907,1.08458,3.41173,0.32498,0.87721,1.45565,0.002674,0.002674,0.002674
76,50159.9,1.17446,4.33031,0.35181,1.05177,1.51491,0.84516,0.75157,0.85765,0.59846,0.78276,0.65239,0.69134,0.34013,1.0834,3.40414,0.32448,0.87573,1.45453,0.002575,0.002575,0.002575
77,51187.7,1.17501,4.33809,0.35069,1.05291,1.51411,0.84376,0.75362,0.85811,0.59918,0.7912,0.64987,0.6944,0.34216,1.08211,3.39835,0.32398,0.87415,1.45362,0.002476,0.002476,0.002476
78,52204.2,1.17035,4.31734,0.35109,1.04687,1.51217,0.84157,0.75582,0.85864,0.59974,0.79074,0.6496,0.69376,0.34343,1.08093,3.39154,0.32365,0.87208,1.45282,0.002377,0.002377,0.002377
79,53282.4,1.16797,4.30887,0.3495,1.04357,1.51043,0.84217,0.75689,0.85937,0.60055,0.78975,0.64929,0.69381,0.34396,1.07965,3.38551,0.32319,0.8704,1.4519,0.002278,0.002278,0.002278
80,53978.5,1.16836,4.29222,0.34968,1.03816,1.5107,0.8483,0.75096,0.85982,0.60091,0.79355,0.64924,0.69531,0.34495,1.07818,3.37717,0.32271,0.86817,1.45061,0.002179,0.002179,0.002179
81,54893.9,1.16548,4.28943,0.34876,1.04088,1.50865,0.84092,0.75567,0.86047,0.60177,0.79133,0.65134,0.69522,0.34577,1.07698,3.3713,0.3223,0.86658,1.44969,0.00208,0.00208,0.00208
82,55562.1,1.16077,4.25784,0.34784,1.03304,1.50421,0.84255,0.75504,0.86075,0.60231,0.7901,0.65364,0.69725,0.34646,1.07604,3.36408,0.32176,0.86516,1.4487,0.001981,0.001981,0.001981
83,56317.4,1.15908,4.24231,0.34734,1.02953,1.50172,0.83955,0.75787,0.86164,0.60329,0.78754,0.65767,0.69738,0.3471,1.07464,3.3571,0.3213,0.8635,1.4475,0.001882,0.001882,0.001882
84,57084.2,1.15886,4.23568,0.34686,1.03169,1.50515,0.83889,0.76165,0.86265,0.60388,0.78988,0.65822,0.69926,0.34798,1.07328,3.35222,0.32091,0.86246,1.44655,0.001783,0.001783,0.001783
85,58007.4,1.15828,4.22913,0.34578,1.02993,1.504,0.83708,0.76322,0.8632,0.60469,0.78933,0.65888,0.69936,0.34899,1.07222,3.34544,0.32038,0.86087,1.44557,0.001684,0.001684,0.001684
86,58701.5,1.15288,4.22552,0.34604,1.02382,1.49928,0.83435,0.76601,0.86337,0.60526,0.78371,0.6631,0.69976,0.35,1.07146,3.34068,0.32009,0.8594,1.445,0.001585,0.001585,0.001585
87,59434.9,1.15108,4.21081,0.34613,1.02019,1.49611,0.83789,0.76486,0.86385,0.60578,0.783,0.66373,0.69947,0.35004,1.07051,3.33713,0.31976,0.85787,1.44392,0.001486,0.001486,0.001486
88,60102,1.14762,4.18596,0.34518,1.01578,1.49251,0.84005,0.76398,0.86438,0.60646,0.78008,0.6631,0.69848,0.35097,1.06989,3.33126,0.31942,0.85639,1.44303,0.001387,0.001387,0.001387
89,61024.9,1.14951,4.18328,0.34426,1.01544,1.49298,0.83825,0.76543,0.86499,0.607,0.78516,0.66337,0.70041,0.35198,1.06909,3.32642,0.31904,0.85486,1.44209,0.001288,0.001288,0.001288
90,61689.8,1.14297,4.16677,0.34377,1.01022,1.48952,0.83618,0.76999,0.86587,0.60765,0.78369,0.66263,0.70094,0.35323,1.06823,3.32128,0.31865,0.85346,1.44102,0.001189,0.001189,0.001189
91,62509.4,1.15332,3.67561,0.33748,0.92543,1.4709,0.84452,0.76417,0.86637,0.6085,0.78773,0.6625,0.70211,0.35454,1.06715,3.31387,0.31821,0.85172,1.43986,0.00109,0.00109,0.00109
92,63166.8,1.14703,3.65442,0.3357,0.91547,1.46167,0.84513,0.76458,0.86702,0.60931,0.78896,0.66326,0.70327,0.3558,1.06641,3.30593,0.3177,0.84936,1.43894,0.000991,0.000991,0.000991
93,63818,1.1391,3.6149,0.33401,0.90607,1.45895,0.84951,0.76251,0.86794,0.61057,0.79094,0.6647,0.70536,0.35694,1.0649,3.29775,0.31719,0.847,1.43764,0.000892,0.000892,0.000892
94,64486.4,1.13403,3.58552,0.33263,0.9003,1.45391,0.84888,0.7632,0.86865,0.61107,0.78732,0.66848,0.70634,0.3577,1.06395,3.29181,0.31652,0.8447,1.43653,0.000793,0.000793,0.000793
95,65159.8,1.13257,3.58419,0.33201,0.89504,1.45034,0.84814,0.76496,0.86982,0.61236,0.78724,0.67081,0.70725,0.35879,1.06296,3.28716,0.31605,0.84229,1.43544,0.000694,0.000694,0.000694
96,65795.4,1.12888,3.55799,0.33111,0.88883,1.44602,0.84683,0.76779,0.87082,0.61331,0.793,0.66987,0.71002,0.36095,1.06175,3.28084,0.31551,0.83992,1.43426,0.000595,0.000595,0.000595
97,66479.5,1.12539,3.53346,0.33002,0.88503,1.44567,0.84622,0.76841,0.87195,0.61467,0.79531,0.66877,0.71044,0.3618,1.06084,3.27436,0.31495,0.83776,1.43315,0.000496,0.000496,0.000496
98,67131.7,1.12175,3.52569,0.32958,0.88145,1.44135,0.84886,0.76763,0.87278,0.61547,0.79866,0.66751,0.71253,0.3627,1.05999,3.26943,0.31439,0.83549,1.43239,0.000397,0.000397,0.000397
99,67795.7,1.11519,3.50599,0.32848,0.87657,1.43636,0.84646,0.7722,0.87389,0.61662,0.80299,0.66671,0.71408,0.36369,1.05913,3.26323,0.3138,0.83337,1.43149,0.000298,0.000298,0.000298
100,68450.3,1.11147,3.494,0.32802,0.8739,1.43373,0.84354,0.77393,0.87507,0.61741,0.80069,0.6685,0.71506,0.36477,1.05865,3.25807,0.31343,0.83111,1.43089,0.000199,0.000199,0.000199
