epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,92987.2,1.09531,4.08897,0.35487,0.97859,1.28027,0.85259,0.77306,0.87639,0.64603,0.80033,0.68042,0.72662,0.39773,0.94403,3.11377,0.33203,0.77201,1.1705,0.002575,0.002575,0.002575
77,94169.5,1.09404,4.09197,0.35379,0.98005,1.27875,0.85323,0.77337,0.87642,0.64629,0.80038,0.68042,0.7272,0.39897,0.94308,3.10531,0.33139,0.7701,1.16941,0.002476,0.002476,0.002476
78,95319.1,1.09031,4.07065,0.35376,0.97342,1.27466,0.85269,0.77409,0.877,0.64735,0.80109,0.67931,0.72863,0.40012,0.94221,3.09734,0.33082,0.76859,1.16795,0.002377,0.002377,0.002377
79,96508.2,1.08682,4.0571,0.35189,0.9691,1.27271,0.8525,0.77526,0.87729,0.64765,0.80296,0.68105,0.73079,0.40126,0.94135,3.09144,0.33029,0.76686,1.16676,0.002278,0.002278,0.002278
80,97629,1.08602,4.04265,0.35248,0.96314,1.27127,0.85356,0.77361,0.87788,0.64861,0.80291,0.68356,0.7326,0.4023,0.94056,3.08442,0.32979,0.76507,1.16565,0.002179,0.002179,0.002179
81,98848.3,1.08409,4.04179,0.35158,0.96578,1.27189,0.85038,0.77771,0.87861,0.64942,0.80484,0.68235,0.73387,0.40364,0.93925,3.07513,0.32919,0.7635,1.16454,0.00208,0.00208,0.00208
82,100152,1.07882,4.00632,0.3506,0.95938,1.26669,0.8558,0.77519,0.87915,0.64986,0.80596,0.68152,0.73434,0.40442,0.93746,3.06754,0.32866,0.76229,1.16299,0.001981,0.001981,0.001981
83,101180,1.07626,3.9884,0.34944,0.95494,1.2655,0.86251,0.77232,0.87978,0.65086,0.80461,0.68435,0.73544,0.40579,0.93659,3.06136,0.32807,0.76082,1.16195,0.001882,0.001882,0.001882
84,102503,1.07514,3.98087,0.34921,0.95493,1.26437,0.86067,0.77456,0.87976,0.6511,0.80576,0.68467,0.73535,0.40647,0.9354,3.0537,0.32747,0.75918,1.16065,0.001783,0.001783,0.001783
85,103510,1.07618,3.9701,0.34778,0.95365,1.26359,0.86074,0.77503,0.88007,0.65116,0.80523,0.68656,0.7371,0.40776,0.9338,3.04411,0.32691,0.75798,1.15872,0.001684,0.001684,0.001684
86,104623,1.07,3.96536,0.34823,0.9482,1.25989,0.86022,0.77605,0.87996,0.65205,0.80456,0.68734,0.73818,0.4095,0.93287,3.03528,0.3264,0.7562,1.15786,0.001585,0.001585,0.001585
87,105696,1.06872,3.94574,0.34765,0.9421,1.25754,0.85954,0.77747,0.88052,0.65261,0.80582,0.6875,0.73908,0.41007,0.93236,3.02728,0.32591,0.75485,1.157,0.001486,0.001486,0.001486
88,106997,1.06433,3.92836,0.34654,0.9416,1.25608,0.85639,0.78018,0.88062,0.65273,0.80468,0.68907,0.74027,0.41103,0.9315,3.02211,0.32548,0.75348,1.1561,0.001387,0.001387,0.001387
89,108000,1.06662,3.91767,0.34574,0.93933,1.25648,0.85735,0.77963,0.88121,0.65325,0.80322,0.69015,0.74067,0.41166,0.93048,3.01766,0.32499,0.75221,1.15512,0.001288,0.001288,0.001288
90,109275,1.06027,3.90022,0.34555,0.9341,1.25286,0.85724,0.78007,0.88158,0.6533,0.80839,0.68875,0.74114,0.41255,0.92944,3.01226,0.32454,0.75119,1.15401,0.001189,0.001189,0.001189
91,110403,1.00861,3.37966,0.33739,0.82848,1.21835,0.85875,0.77897,0.88228,0.65417,0.80921,0.68955,0.74209,0.41396,0.92851,3.00516,0.32389,0.74994,1.15288,0.00109,0.00109,0.00109
92,111426,1.00215,3.35665,0.33598,0.81806,1.21314,0.85766,0.78322,0.88297,0.65528,0.80922,0.68892,0.74244,0.41482,0.92705,2.99783,0.32316,0.74784,1.15151,0.000991,0.000991,0.000991
93,112394,0.99574,3.31469,0.33405,0.80893,1.21002,0.85491,0.78477,0.88374,0.65645,0.81101,0.68955,0.74409,0.41591,0.92566,2.98882,0.32243,0.74517,1.15038,0.000892,0.000892,0.000892
94,113478,0.98972,3.28743,0.33249,0.80394,1.20483,0.85566,0.78605,0.88502,0.65744,0.81066,0.69018,0.7446,0.41663,0.92477,2.9802,0.32176,0.74301,1.1493,0.000793,0.000793,0.000793
95,114446,0.98883,3.27877,0.33169,0.79919,1.20445,0.85616,0.78542,0.88553,0.65816,0.80895,0.69364,0.74488,0.41838,0.92373,2.97345,0.32103,0.74089,1.14828,0.000694,0.000694,0.000694
96,115432,0.98405,3.25459,0.33096,0.79416,1.20248,0.85995,0.78574,0.8867,0.65893,0.80828,0.69553,0.74594,0.41898,0.92281,2.96613,0.32033,0.73862,1.14704,0.000595,0.000595,0.000595
97,116509,0.97935,3.22636,0.32986,0.78758,1.1991,0.86278,0.78463,0.88735,0.65962,0.81241,0.69542,0.74702,0.41954,0.92194,2.96088,0.31962,0.7359,1.14607,0.000496,0.000496,0.000496
98,117549,0.97521,3.21205,0.32889,0.78469,1.19433,0.86275,0.78574,0.88755,0.6602,0.80893,0.69868,0.74658,0.42063,0.92105,2.95607,0.31901,0.73407,1.14521,0.000397,0.000397,0.000397
99,118566,0.96998,3.19274,0.32802,0.77903,1.19088,0.86166,0.787,0.88806,0.66092,0.81145,0.69786,0.74765,0.42092,0.92014,2.95087,0.31835,0.7324,1.14394,0.000298,0.000298,0.000298
100,119590,0.96637,3.17474,0.32769,0.77543,1.18957,0.85983,0.78826,0.88894,0.66207,0.8094,0.69997,0.74845,0.42192,0.91952,2.94445,0.31771,0.73086,1.14306,0.000199,0.000199,0.000199
