epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,11924.9,1.21627,4.85546,0.38765,0.98688,1.29309,0.83394,0.7503,0.84941,0.58943,0.7547,0.61418,0.63887,0.29188,1.06983,3.82738,0.36306,0.80766,1.19783,0.007129,0.007129,0.007129
31,12312.1,1.21139,4.84417,0.38603,0.98508,1.29064,0.83399,0.75173,0.85022,0.59068,0.75848,0.61618,0.64321,0.29508,1.06754,3.8153,0.36255,0.80558,1.19549,0.00703,0.00703,0.00703
32,12702.1,1.20611,4.80754,0.38442,0.97891,1.28773,0.83516,0.75173,0.85006,0.59172,0.76157,0.62138,0.64712,0.29697,1.065,3.80285,0.36196,0.80282,1.19318,0.006931,0.006931,0.006931
33,13089.8,1.20778,4.81494,0.38472,0.98141,1.28572,0.83534,0.7511,0.85084,0.59278,0.76047,0.62327,0.64773,0.2988,1.06292,3.79077,0.36136,0.8005,1.19086,0.006832,0.006832,0.006832
34,13478.8,1.20564,4.7916,0.38369,0.97689,1.28433,0.83636,0.75205,0.85108,0.59351,0.76083,0.62201,0.65032,0.30148,1.06019,3.77649,0.36068,0.79862,1.1884,0.006733,0.006733,0.006733
35,13866.5,1.20495,4.77068,0.38369,0.97279,1.28112,0.83465,0.75336,0.85178,0.59476,0.75993,0.62391,0.65137,0.30392,1.05818,3.76235,0.36017,0.79683,1.18621,0.006634,0.006634,0.006634
36,14255.9,1.20215,4.76076,0.38247,0.97341,1.27867,0.83526,0.75299,0.852,0.59572,0.75869,0.62484,0.65259,0.30552,1.05533,3.74883,0.35964,0.79491,1.18383,0.006535,0.006535,0.006535
37,14643.2,1.19912,4.73778,0.38169,0.97122,1.27659,0.84028,0.75039,0.85299,0.59731,0.7555,0.62657,0.65325,0.30758,1.053,3.73615,0.35912,0.79296,1.18132,0.006436,0.006436,0.006436
38,15038.4,1.19882,4.72414,0.38191,0.97025,1.27126,0.83921,0.7511,0.85308,0.59847,0.75432,0.62836,0.6551,0.30918,1.05046,3.72391,0.3586,0.79066,1.17912,0.006337,0.006337,0.006337
39,15445.8,1.1941,4.70933,0.38091,0.96852,1.2662,0.84032,0.75228,0.85381,0.59892,0.75593,0.63193,0.65949,0.31112,1.04775,3.71036,0.35806,0.78888,1.17639,0.006238,0.006238,0.006238
40,15849.7,1.19026,4.67813,0.38061,0.96507,1.26163,0.83881,0.75362,0.85439,0.59956,0.75485,0.63067,0.6608,0.31287,1.04566,3.69733,0.35741,0.78711,1.17418,0.006139,0.006139,0.006139
41,16251.8,1.18762,4.6699,0.37919,0.96009,1.25928,0.83897,0.7554,0.85492,0.60012,0.74944,0.63523,0.66164,0.31491,1.0441,3.68631,0.3568,0.78552,1.17237,0.00604,0.00604,0.00604
42,16662.2,1.18716,4.65982,0.3789,0.95882,1.25855,0.83761,0.75761,0.85551,0.60127,0.75275,0.63748,0.66348,0.31692,1.04272,3.67471,0.35616,0.78383,1.17055,0.005941,0.005941,0.005941
43,17070.9,1.18642,4.6459,0.37849,0.9601,1.25546,0.83518,0.75864,0.8558,0.60228,0.75484,0.63791,0.66457,0.31867,1.04092,3.66378,0.35557,0.78203,1.16835,0.005842,0.005842,0.005842
44,17482.6,1.18348,4.63904,0.37768,0.95358,1.2521,0.83604,0.7585,0.85631,0.60328,0.75714,0.63964,0.66674,0.32063,1.03872,3.65147,0.35498,0.78063,1.16603,0.005743,0.005743,0.005743
45,17893.6,1.18118,4.61846,0.37726,0.95457,1.25194,0.83855,0.75677,0.85692,0.6042,0.75582,0.64178,0.66688,0.32229,1.03702,3.6391,0.35439,0.77874,1.16387,0.005644,0.005644,0.005644
46,18309.4,1.17937,4.59654,0.37623,0.95194,1.24864,0.84276,0.75394,0.85678,0.60518,0.76076,0.64027,0.66887,0.32372,1.03536,3.62644,0.35384,0.77711,1.16195,0.005545,0.005545,0.005545
47,18724.5,1.1744,4.58344,0.3761,0.95008,1.24479,0.83848,0.75913,0.85749,0.60655,0.76248,0.64232,0.67017,0.3253,1.03354,3.61529,0.35333,0.77527,1.16001,0.005446,0.005446,0.005446
48,19140.5,1.17123,4.57049,0.37494,0.94377,1.24086,0.83804,0.75945,0.85809,0.6073,0.76858,0.64415,0.67326,0.3271,1.03134,3.60429,0.35267,0.77364,1.15745,0.005347,0.005347,0.005347
49,19552.9,1.17356,4.56675,0.37517,0.94231,1.24117,0.84022,0.75996,0.85907,0.60817,0.76936,0.64384,0.67375,0.32812,1.03023,3.59281,0.35205,0.77216,1.15542,0.005248,0.005248,0.005248
50,19963,1.16959,4.53987,0.3739,0.94101,1.23765,0.84252,0.75885,0.86001,0.60941,0.77412,0.64153,0.67499,0.33008,1.02954,3.58249,0.35142,0.7708,1.15396,0.005149,0.005149,0.005149
51,20375.3,1.16296,4.50233,0.37249,0.93371,1.23238,0.84145,0.76113,0.86013,0.61033,0.7787,0.64059,0.67683,0.33182,1.02841,3.5709,0.35074,0.76868,1.15198,0.00505,0.00505,0.00505
52,20789.8,1.16707,4.51574,0.37234,0.93769,1.2343,0.83596,0.7659,0.86042,0.61078,0.78156,0.63818,0.67771,0.33303,1.02714,3.55963,0.35003,0.76709,1.15024,0.004951,0.004951,0.004951
53,21203.7,1.16234,4.48949,0.37142,0.92999,1.23029,0.83497,0.76543,0.86055,0.61157,0.7852,0.63878,0.67962,0.33454,1.02523,3.54784,0.34943,0.76558,1.14801,0.004852,0.004852,0.004852
54,21708.2,1.16287,4.49223,0.37133,0.93194,1.22902,0.83655,0.76543,0.86094,0.61242,0.78396,0.64216,0.68289,0.33611,1.02304,3.53773,0.3488,0.76352,1.14591,0.004753,0.004753,0.004753
55,22272.7,1.15618,4.46549,0.36921,0.92763,1.22802,0.83734,0.767,0.86133,0.61308,0.78364,0.64153,0.68373,0.33804,1.02215,3.52796,0.34815,0.76196,1.14437,0.004654,0.004654,0.004654
56,22721.9,1.15765,4.47274,0.36996,0.92536,1.22614,0.83855,0.76452,0.86196,0.61378,0.77525,0.64767,0.6833,0.33994,1.02107,3.5151,0.34738,0.76066,1.14235,0.004555,0.004555,0.004555
57,23145.7,1.15347,4.44382,0.36886,0.92089,1.22318,0.84128,0.76338,0.86249,0.61481,0.77811,0.64867,0.68616,0.34197,1.01945,3.50497,0.34678,0.75902,1.14059,0.004456,0.004456,0.004456
58,23555.6,1.15091,4.43305,0.36816,0.91995,1.22209,0.84312,0.7637,0.86355,0.6158,0.77748,0.64924,0.68596,0.34351,1.01843,3.49519,0.3462,0.75772,1.13917,0.004357,0.004357,0.004357
59,23971.1,1.15124,4.41758,0.36751,0.91868,1.22112,0.84344,0.76338,0.86425,0.61659,0.77999,0.65134,0.6877,0.34581,1.01754,3.48358,0.3455,0.75639,1.13777,0.004258,0.004258,0.004258
60,24384.6,1.14972,4.41298,0.36633,0.92139,1.22162,0.84597,0.76176,0.8647,0.61725,0.78427,0.65113,0.69014,0.34763,1.01595,3.47241,0.34484,0.75543,1.13599,0.004159,0.004159,0.004159
61,24789.5,1.14755,4.39627,0.3657,0.9131,1.21918,0.84638,0.76244,0.8653,0.61779,0.78492,0.65266,0.69102,0.3491,1.01447,3.4614,0.34422,0.75361,1.13389,0.00406,0.00406,0.00406
62,25208,1.14541,4.38692,0.36578,0.91168,1.21457,0.84378,0.76543,0.86592,0.61884,0.78666,0.65224,0.69319,0.35044,1.01256,3.4518,0.34358,0.75229,1.13179,0.003961,0.003961,0.003961
63,25625.6,1.14392,4.37902,0.36493,0.90943,1.21323,0.84345,0.76594,0.86631,0.61962,0.79245,0.65098,0.69572,0.35295,1.01084,3.44332,0.34306,0.75042,1.12996,0.003862,0.003862,0.003862
64,26053.6,1.14088,4.35888,0.36448,0.90892,1.21284,0.8426,0.76716,0.86685,0.6202,0.78885,0.65345,0.69675,0.35477,1.00926,3.43205,0.34244,0.74909,1.12826,0.003763,0.003763,0.003763
65,26473.5,1.13885,4.33144,0.36317,0.90433,1.21256,0.84611,0.76401,0.86717,0.62091,0.78905,0.65601,0.69926,0.3565,1.00798,3.42172,0.34184,0.74768,1.12665,0.003664,0.003664,0.003664
66,26889.1,1.1369,4.34796,0.36391,0.90419,1.21112,0.84885,0.7621,0.86753,0.62124,0.78995,0.65718,0.70113,0.35853,1.00648,3.41292,0.34119,0.74633,1.12516,0.003565,0.003565,0.003565
67,27309,1.13613,4.32649,0.36278,0.90093,1.21129,0.84988,0.7637,0.86818,0.6218,0.7883,0.66357,0.70203,0.35942,1.00457,3.40221,0.34048,0.7451,1.12357,0.003466,0.003466,0.003466
68,27716.1,1.13195,4.3154,0.36165,0.89871,1.20776,0.84908,0.76747,0.86837,0.62248,0.78786,0.6642,0.70339,0.36079,1.00325,3.3931,0.33979,0.74332,1.1221,0.003367,0.003367,0.003367
69,28119.1,1.13153,4.29973,0.36141,0.89555,1.20646,0.84934,0.76593,0.86871,0.6235,0.78854,0.66514,0.70558,0.36253,1.00132,3.38404,0.33925,0.74181,1.12035,0.003268,0.003268,0.003268
70,28514.7,1.13226,4.27947,0.35958,0.89355,1.20554,0.84992,0.76574,0.86934,0.62451,0.78925,0.66446,0.70589,0.36356,0.9997,3.37457,0.33862,0.74047,1.11888,0.003169,0.003169,0.003169
71,28904.4,1.12288,4.27004,0.35887,0.89016,1.20183,0.84657,0.76875,0.86959,0.62471,0.78853,0.66688,0.70693,0.36522,0.99809,3.36507,0.33807,0.73918,1.11727,0.00307,0.00307,0.00307
72,29296.2,1.12275,4.25917,0.35906,0.89171,1.20052,0.84569,0.77015,0.87028,0.62607,0.79109,0.66688,0.7097,0.36643,0.99649,3.3569,0.3375,0.73792,1.11583,0.002971,0.002971,0.002971
73,29691.4,1.12183,4.25115,0.3587,0.88501,1.19999,0.84398,0.77155,0.87073,0.62672,0.79272,0.66593,0.71021,0.36791,0.99535,3.348,0.33693,0.73661,1.11458,0.002872,0.002872,0.002872
74,30102.5,1.1205,4.23028,0.35828,0.88208,1.19808,0.84026,0.77346,0.87119,0.62781,0.79328,0.66756,0.71209,0.36912,0.99382,3.33905,0.33639,0.73527,1.11337,0.002773,0.002773,0.002773
75,30499.3,1.11842,4.22654,0.35769,0.88303,1.1971,0.84149,0.77236,0.87114,0.62797,0.79733,0.6664,0.71276,0.37013,0.99252,3.33063,0.3359,0.7341,1.11223,0.002674,0.002674,0.002674
76,30893.1,1.11569,4.19966,0.35657,0.88018,1.19703,0.84206,0.77301,0.87191,0.6288,0.79827,0.6664,0.71363,0.37123,0.99128,3.3221,0.33536,0.73236,1.11094,0.002575,0.002575,0.002575
77,31283.3,1.11344,4.19884,0.3557,0.87924,1.19337,0.84406,0.77459,0.87214,0.62928,0.80191,0.66725,0.71529,0.37287,0.99042,3.3137,0.3348,0.73089,1.10973,0.002476,0.002476,0.002476
78,31677,1.11021,4.16967,0.35506,0.87499,1.19206,0.84571,0.77283,0.87292,0.62999,0.80195,0.66766,0.71505,0.37378,0.98942,3.30606,0.3342,0.72944,1.10865,0.002377,0.002377,0.002377
79,32066.5,1.10652,4.16279,0.35345,0.87152,1.19042,0.84392,0.77566,0.87346,0.63047,0.80421,0.6693,0.71614,0.37498,0.98811,3.30029,0.33353,0.72812,1.1075,0.002278,0.002278,0.002278
80,32458.5,1.10512,4.14632,0.35385,0.86694,1.18977,0.84345,0.77629,0.87361,0.63136,0.80764,0.66877,0.71782,0.37673,0.98735,3.29482,0.3331,0.72702,1.10667,0.002179,0.002179,0.002179
81,32848.5,1.10443,4.14087,0.35286,0.86891,1.18997,0.84192,0.77976,0.87419,0.63191,0.80989,0.66971,0.71857,0.37865,0.98656,3.28779,0.33271,0.72534,1.10575,0.00208,0.00208,0.00208
82,33238.5,1.09963,4.11229,0.35169,0.86307,1.18623,0.84827,0.77598,0.87462,0.63206,0.81024,0.67065,0.71936,0.37982,0.98561,3.28173,0.33218,0.72379,1.10487,0.001981,0.001981,0.001981
83,33627.3,1.09624,4.09489,0.35096,0.86071,1.18399,0.84278,0.78149,0.87464,0.6324,0.80954,0.67097,0.71935,0.38167,0.98464,3.27633,0.33172,0.72272,1.10416,0.001882,0.001882,0.001882
84,34017.4,1.09502,4.08478,0.35051,0.85966,1.18312,0.84651,0.77991,0.87503,0.63278,0.80944,0.67139,0.71942,0.3826,0.98346,3.26935,0.33126,0.72163,1.10301,0.001783,0.001783,0.001783
85,34406,1.0952,4.07771,0.34939,0.85909,1.18384,0.84873,0.77897,0.87512,0.63336,0.81163,0.67087,0.72,0.38351,0.98243,3.2633,0.33079,0.72051,1.10211,0.001684,0.001684,0.001684
86,34795.3,1.09033,4.0716,0.34943,0.8536,1.18084,0.84724,0.77973,0.87547,0.63413,0.81031,0.67003,0.72034,0.38438,0.9817,3.25657,0.33023,0.71911,1.10118,0.001585,0.001585,0.001585
87,35183.8,1.08944,4.05329,0.34895,0.85007,1.17859,0.84859,0.78164,0.87574,0.63478,0.80832,0.67184,0.72132,0.38547,0.981,3.25037,0.32968,0.71837,1.10052,0.001486,0.001486,0.001486
88,35581,1.08295,4.02826,0.34787,0.84655,1.17723,0.84788,0.78149,0.87625,0.63527,0.80499,0.67523,0.72244,0.3862,0.97979,3.24432,0.32917,0.71723,1.09947,0.001387,0.001387,0.001387
89,35972.1,1.08603,4.01636,0.34716,0.84556,1.17705,0.84683,0.78322,0.87643,0.63588,0.80296,0.67811,0.72282,0.38714,0.97893,3.23781,0.32866,0.71583,1.09871,0.001288,0.001288,0.001288
90,36363.7,1.07793,3.9971,0.34642,0.83974,1.17375,0.84612,0.78306,0.87643,0.63611,0.80516,0.6779,0.72301,0.38817,0.9775,3.2312,0.32816,0.71494,1.09755,0.001189,0.001189,0.001189
91,36796.5,1.0395,3.52176,0.33909,0.77167,1.15854,0.85057,0.78144,0.87723,0.63674,0.80613,0.67817,0.7232,0.38981,0.97626,3.22289,0.32756,0.71359,1.09659,0.00109,0.00109,0.00109
92,37185.1,1.03299,3.49933,0.33771,0.76131,1.15464,0.84841,0.78369,0.87805,0.63767,0.80597,0.68011,0.72553,0.39197,0.97507,3.21413,0.32685,0.7116,1.09549,0.000991,0.000991,0.000991
93,37571.2,1.02363,3.46055,0.33581,0.75451,1.15053,0.85057,0.78448,0.87906,0.63872,0.80985,0.68105,0.72664,0.39302,0.97368,3.20797,0.3262,0.70956,1.09433,0.000892,0.000892,0.000892
94,37959.2,1.01996,3.43039,0.3346,0.74808,1.14613,0.85376,0.78589,0.88025,0.63995,0.81096,0.68057,0.72768,0.39478,0.97245,3.20054,0.32546,0.70773,1.09312,0.000793,0.000793,0.000793
95,38344.5,1.0151,3.41871,0.33371,0.74452,1.14433,0.8548,0.78685,0.88123,0.64078,0.80906,0.68309,0.72879,0.3964,0.97129,3.19312,0.32482,0.70639,1.09202,0.000694,0.000694,0.000694
96,38733.9,1.01321,3.39507,0.33283,0.74075,1.14393,0.85599,0.787,0.88202,0.64174,0.81451,0.683,0.73023,0.39746,0.97006,3.18637,0.32418,0.70453,1.09094,0.000595,0.000595,0.000595
97,39119.5,1.00808,3.36855,0.33175,0.73534,1.14068,0.85849,0.78763,0.88277,0.64273,0.81287,0.68435,0.73013,0.39847,0.96906,3.18074,0.32363,0.70301,1.08998,0.000496,0.000496,0.000496
98,39507.9,1.00404,3.35562,0.33093,0.7314,1.13792,0.86229,0.78366,0.88315,0.64327,0.81501,0.68498,0.7304,0.39967,0.96795,3.17438,0.32303,0.70177,1.08893,0.000397,0.000397,0.000397
99,39893.7,1.00048,3.34127,0.32999,0.72722,1.1338,0.86269,0.78532,0.88395,0.64444,0.81247,0.68687,0.73061,0.40008,0.96639,3.16898,0.32255,0.69988,1.08765,0.000298,0.000298,0.000298
100,40283.7,0.99462,3.31905,0.32923,0.72416,1.13286,0.86625,0.78479,0.88468,0.64489,0.81105,0.68656,0.73011,0.40088,0.96547,3.16404,0.32202,0.69849,1.08674,0.000199,0.000199,0.000199
